type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
PAYMENT,12368.32,C2724,47816.54,35448.22,D2724,95977.05,108345.37,0,0
DEBIT,36582.56,C2725,54369.64,17787.08,D2725,41791.79,78374.35,0,0
TRANSFER,21972.97,C2726,27499.11,5526.139999999999,D2726,31370.07,53343.04,0,0
CASH_OUT,14893.07,C2727,52304.13,37411.06,D2727,97406.81,112299.88,0,0
PAYMENT,22796.34,C2728,50900.46,28104.12,D2728,93587.89,116384.23,0,0
TRANSFER,3561.26,C2729,31617.81,28056.550000000003,D2729,64193.41,67754.67,1,0
TRANSFER,39934.57,C2730,83020.03,43085.46,D2730,1850.74,41785.31,0,0
PAYMENT,12165.85,C2731,54564.11,42398.26,D2731,74853.5,87019.35,0,0
CASH_OUT,36270.88,C2732,33226.97,0.0,D2732,33555.74,69826.62,0,0
CASH_OUT,3418.35,C2733,94733.85,91315.5,D2733,38828.02,42246.369999999995,0,0
CASH_IN,47754.97,C2734,84511.24,36756.270000000004,D2734,15874.21,63629.18,0,0
DEBIT,9651.56,C2735,98258.78,88607.22,D2735,52345.81,61997.369999999995,0,0
PAYMENT,44137.22,C2736,69223.39,25086.17,D2736,74455.26,118592.48,0,0
PAYMENT,40473.85,C2737,37822.29,0.0,D2737,27301.11,67774.95999999999,0,0
PAYMENT,48393.03,C2738,28086.07,0.0,D2738,93873.29,142266.32,0,0
CASH_OUT,23895.06,C2739,66331.78,42436.72,D2739,19473.69,43368.75,0,0
DEBIT,36370.14,C2740,98081.66,61711.520000000004,D2740,6626.23,42996.369999999995,0,0
CASH_IN,18536.16,C2741,62671.51,44135.350000000006,D2741,64436.39,82972.55,0,0
TRANSFER,9219.23,C2742,88161.49,78942.26000000001,D2742,84931.87,94151.09999999999,0,0
TRANSFER,22154.35,C2743,32910.34,10755.989999999998,D2743,95313.29,117467.63999999998,0,0
PAYMENT,8288.29,C2744,40695.38,32407.089999999997,D2744,76717.1,85005.39000000001,0,0
DEBIT,49102.25,C2745,90627.52,41525.270000000004,D2745,19965.0,69067.25,0,0
CASH_OUT,4813.23,C2746,75686.67,70873.44,D2746,97766.12,102579.34999999999,0,0
DEBIT,29461.0,C2747,98141.03,68680.03,D2747,91943.59,121404.59,0,0
DEBIT,31323.57,C2748,77476.42,46152.85,D2748,16316.74,47640.31,0,0
CASH_OUT,26904.44,C2749,44851.57,17947.13,D2749,55878.58,82783.02,1,0
PAYMENT,33109.63,C2750,53106.8,19997.170000000006,D2750,55551.74,88661.37,0,0
DEBIT,5809.92,C2751,90051.55,84241.63,D2751,44253.48,50063.4,0,0
TRANSFER,27751.37,C2752,55164.67,27413.3,D2752,98428.13,126179.5,0,0
CASH_OUT,14361.34,C2753,25539.74,11178.400000000001,D2753,5962.22,20323.56,0,0
CASH_IN,47008.86,C2754,43561.98,0.0,D2754,62720.89,109729.75,0,0
PAYMENT,38103.82,C2755,51631.6,13527.779999999999,D2755,20530.36,58634.18,0,0
CASH_OUT,48625.75,C2756,9671.98,0.0,D2756,52733.12,101358.87,0,0
CASH_IN,1878.77,C2757,74376.27,72497.5,D2757,77974.08,79852.85,0,0
CASH_IN,14257.37,C2758,10935.39,0.0,D2758,24672.68,38930.05,0,0
DEBIT,9771.93,C2759,40491.77,30719.839999999997,D2759,39335.95,49107.88,0,0
DEBIT,558.72,C2760,80462.24,79903.52,D2760,95076.81,95635.53,0,0
DEBIT,12117.04,C2761,46757.04,34640.0,D2761,76148.07,88265.11000000002,0,0
CASH_OUT,33939.12,C2762,84201.55,50262.43,D2762,57272.32,91211.44,0,0
CASH_OUT,11555.22,C2763,34188.13,22632.909999999996,D2763,22199.74,33754.96,0,0
PAYMENT,25450.66,C2764,95763.63,70312.97,D2764,42530.54,67981.2,0,0
DEBIT,44391.02,C2765,20946.84,0.0,D2765,77406.13,121797.15,0,0
CASH_IN,34688.2,C2766,3826.41,0.0,D2766,82054.31,116742.51,1,0
TRANSFER,19732.06,C2767,87242.65,67510.59,D2767,24460.62,44192.68,0,0
PAYMENT,18624.07,C2768,75220.27,56596.200000000004,D2768,66206.02,84830.09,0,0
CASH_OUT,22787.33,C2769,23198.38,411.0499999999993,D2769,9500.3,32287.63,0,0
PAYMENT,8852.9,C2770,98474.16,89621.26000000001,D2770,2321.23,11174.13,0,0
PAYMENT,31700.4,C2771,50228.01,18527.61,D2771,54867.39,86567.79000000001,0,0
PAYMENT,18208.28,C2772,95106.54,76898.26,D2772,22437.99,40646.270000000004,0,0
PAYMENT,42618.42,C2773,50502.88,7884.459999999999,D2773,7891.2,50509.619999999995,0,0
TRANSFER,37827.88,C2774,47187.46,9359.580000000002,D2774,72982.83,110810.70999999999,0,0
DEBIT,30526.05,C2775,44913.85,14387.8,D2775,49797.46,80323.51,0,0
CASH_IN,18210.75,C2776,33487.53,15276.779999999999,D2776,79627.7,97838.45,0,0
PAYMENT,10497.38,C2777,53370.15,42872.770000000004,D2777,66394.42,76891.8,0,0
PAYMENT,38807.82,C2778,45255.47,6447.6500000000015,D2778,72980.49,111788.31,0,0
PAYMENT,24320.97,C2779,3674.69,0.0,D2779,30736.06,55057.03,0,0
DEBIT,11238.28,C2780,26043.52,14805.24,D2780,26327.58,37565.86,0,0
CASH_OUT,9759.54,C2781,21312.28,11552.739999999998,D2781,60087.49,69847.03,0,0
CASH_OUT,8270.88,C2782,86743.56,78472.68,D2782,20008.21,28279.089999999997,0,0
TRANSFER,38858.28,C2783,59887.0,21028.72,D2783,81541.21,120399.49,0,0
CASH_OUT,11450.13,C2784,76368.31,64918.18,D2784,52292.02,63742.149999999994,0,0
PAYMENT,26332.59,C2785,95682.6,69350.01000000001,D2785,22698.99,49031.58,0,0
PAYMENT,22577.87,C2786,64403.93,41826.06,D2786,62516.82,85094.69,0,0
PAYMENT,28980.97,C2787,98261.0,69280.03,D2787,94503.57,123484.54000000001,1,0
TRANSFER,43857.87,C2788,31176.41,0.0,D2788,8209.47,52067.340000000004,1,0
PAYMENT,43387.5,C2789,18626.72,0.0,D2789,10934.52,54322.020000000004,0,0
CASH_OUT,22554.35,C2790,40330.99,17776.64,D2790,84383.91,106938.26000000001,0,0
DEBIT,769.3,C2791,47079.94,46310.64,D2791,10959.38,11728.679999999998,0,0
DEBIT,21322.76,C2792,89536.15,68213.39,D2792,3937.54,25260.3,0,0
CASH_IN,30310.07,C2793,55994.04,25683.97,D2793,34793.06,65103.13,0,0
CASH_OUT,27888.68,C2794,29218.1,1329.4199999999983,D2794,46670.59,74559.26999999999,0,0
PAYMENT,32567.15,C2795,74263.43,41696.27999999999,D2795,56944.44,89511.59,0,0
DEBIT,7704.63,C2796,50583.19,42878.560000000005,D2796,50730.02,58434.649999999994,0,0
CASH_OUT,32327.11,C2797,16213.19,0.0,D2797,91318.46,123645.57,0,0
DEBIT,9133.4,C2798,57681.98,48548.58,D2798,76866.81,86000.20999999999,1,0
PAYMENT,37526.45,C2799,91139.45,53613.0,D2799,98381.03,135907.47999999998,0,0
DEBIT,16955.04,C2800,84262.26,67307.22,D2800,47645.54,64600.58,0,0
CASH_IN,35495.06,C2801,58681.0,23185.940000000002,D2801,8432.96,43928.02,0,0
CASH_IN,2394.23,C2802,37708.32,35314.09,D2802,95553.06,97947.29,0,0
DEBIT,20393.59,C2803,8697.88,0.0,D2803,411.32,20804.91,0,0
CASH_OUT,35252.02,C2804,46964.89,11712.870000000003,D2804,77609.6,112861.62,0,0
CASH_OUT,11344.3,C2805,75207.94,63863.64,D2805,3128.2,14472.5,0,0
CASH_OUT,39764.56,C2806,36027.37,0.0,D2806,76121.42,115885.98,0,0
DEBIT,31539.36,C2807,23544.68,0.0,D2807,93793.89,125333.25,0,0
CASH_OUT,29378.5,C2808,93137.97,63759.47,D2808,38926.03,68304.53,0,0
PAYMENT,17678.09,C2809,82155.57,64477.48000000001,D2809,24096.49,41774.58,0,0
CASH_IN,24123.09,C2810,63827.56,39704.47,D2810,22627.92,46751.009999999995,0,0
PAYMENT,29867.87,C2811,13678.33,0.0,D2811,49171.76,79039.63,0,0
CASH_OUT,23623.63,C2812,14490.88,0.0,D2812,17088.7,40712.33,0,0
PAYMENT,34915.97,C2813,10321.96,0.0,D2813,67292.36,102208.33,0,0
CASH_OUT,21685.41,C2814,61629.67,39944.259999999995,D2814,36835.24,58520.649999999994,0,0
DEBIT,10114.46,C2815,11556.28,1441.8200000000015,D2815,32310.95,42425.41,0,0
PAYMENT,10697.48,C2816,84262.72,73565.24,D2816,46128.56,56826.03999999999,0,0
DEBIT,291.18,C2817,99296.5,99005.32,D2817,54258.75,54549.93,0,0
DEBIT,15048.58,C2818,36634.82,21586.239999999998,D2818,14193.03,29241.61,0,0
TRANSFER,37446.13,C2819,45366.98,7920.850000000006,D2819,70776.34,108222.47,0,0
CASH_OUT,39708.34,C2820,71166.72,31458.380000000005,D2820,88294.71,128003.05,0,0
CASH_IN,10124.17,C2821,93715.3,83591.13,D2821,27798.69,37922.86,0,0
CASH_OUT,47952.24,C2822,89409.38,41457.14000000001,D2822,18039.09,65991.33,0,0
CASH_IN,25120.64,C2823,5759.18,0.0,D2823,76050.54,101171.18,0,0
CASH_OUT,45849.02,C2824,16907.18,0.0,D2824,18354.17,64203.189999999995,0,0
DEBIT,35338.56,C2825,75459.72,40121.16,D2825,4125.52,39464.08,0,0
PAYMENT,36121.95,C2826,68889.31,32767.36,D2826,61924.32,98046.26999999999,0,0
PAYMENT,4253.1,C2827,13321.86,9068.76,D2827,23975.14,28228.239999999998,0,0
TRANSFER,11000.34,C2828,50206.46,39206.119999999995,D2828,17181.04,28181.38,0,0
CASH_IN,441.73,C2829,78081.46,77639.73000000001,D2829,98160.27,98602.0,0,0
CASH_IN,35806.67,C2830,21878.07,0.0,D2830,29186.5,64993.17,0,0
CASH_IN,17222.57,C2831,87128.76,69906.19,D2831,90344.33,107566.9,0,0
DEBIT,39332.84,C2832,5297.18,0.0,D2832,17821.88,57154.72,0,0
CASH_IN,16947.47,C2833,78219.51,61272.03999999999,D2833,81897.71,98845.18000000001,0,0
PAYMENT,40966.87,C2834,61581.89,20615.019999999997,D2834,50201.89,91168.76000000001,0,0
DEBIT,6535.78,C2835,31519.93,24984.15,D2835,7859.48,14395.259999999998,0,0
CASH_OUT,8669.48,C2836,72093.25,63423.770000000004,D2836,73360.53,82030.01,0,0
CASH_IN,17044.49,C2837,78236.58,61192.09,D2837,89207.34,106251.83,0,0
CASH_IN,20424.96,C2838,93389.9,72964.94,D2838,16301.7,36726.66,0,0
CASH_OUT,17435.79,C2839,36777.47,19341.68,D2839,72559.02,89994.81,0,0
CASH_IN,38182.59,C2840,68601.67,30419.08,D2840,44505.25,82687.84,0,0
CASH_OUT,4848.47,C2841,60261.63,55413.159999999996,D2841,75387.05,80235.52,0,0
DEBIT,17561.5,C2842,52520.61,34959.11,D2842,71392.79,88954.29,0,0
PAYMENT,41862.16,C2843,89041.65,47179.48999999999,D2843,2660.02,44522.18,0,0
CASH_OUT,3340.79,C2844,316.73,0.0,D2844,17872.1,21212.89,0,0
TRANSFER,47117.23,C2845,28211.16,0.0,D2845,47102.72,94219.95000000001,0,0
CASH_OUT,49315.86,C2846,53827.72,4511.860000000001,D2846,93359.42,142675.28,0,0
CASH_IN,4429.32,C2847,17829.33,13400.010000000002,D2847,34207.35,38636.67,0,0
DEBIT,14564.33,C2848,90786.65,76222.31999999999,D2848,62887.35,77451.68,0,0
DEBIT,18620.66,C2849,64759.51,46138.850000000006,D2849,1208.37,19829.03,0,0
CASH_OUT,38819.79,C2850,47788.3,8968.510000000002,D2850,71112.69,109932.48000000001,0,0
PAYMENT,29796.74,C2851,81470.18,51673.43999999999,D2851,60306.83,90103.57,0,0
TRANSFER,32218.64,C2852,45088.62,12869.980000000003,D2852,71539.47,103758.11,0,0
DEBIT,37875.73,C2853,55865.3,17989.57,D2853,90466.06,128341.79000000001,0,0
CASH_IN,5899.83,C2854,275.1,0.0,D2854,14649.89,20549.72,0,0
CASH_IN,41660.64,C2855,36570.05,0.0,D2855,26158.96,67819.6,0,0
PAYMENT,35281.28,C2856,13879.05,0.0,D2856,99578.09,134859.37,0,0
DEBIT,28867.51,C2857,68968.87,40101.36,D2857,15628.4,44495.909999999996,0,0
CASH_OUT,44486.88,C2858,47902.7,3415.8199999999997,D2858,72062.7,116549.57999999999,0,0
CASH_IN,35015.62,C2859,30175.76,0.0,D2859,72507.59,107523.20999999999,0,0
PAYMENT,10085.8,C2860,46783.23,36697.43000000001,D2860,68299.37,78385.17,0,0
DEBIT,21487.84,C2861,20962.99,0.0,D2861,22744.06,44231.9,0,0
DEBIT,24702.65,C2862,92508.66,67806.01000000001,D2862,21513.41,46216.06,0,0
DEBIT,2761.83,C2863,5397.26,2635.4300000000003,D2863,66634.11,69395.94,0,0
DEBIT,47731.92,C2864,86541.7,38809.78,D2864,18625.02,66356.94,0,0
DEBIT,6429.73,C2865,51135.88,44706.149999999994,D2865,66156.33,72586.06,0,0
CASH_IN,34873.37,C2866,61894.65,27021.28,D2866,49252.83,84126.20000000001,0,0
PAYMENT,25312.05,C2867,30260.56,4948.510000000002,D2867,38662.89,63974.94,0,0
DEBIT,1282.59,C2868,96669.76,95387.17,D2868,30023.23,31305.82,0,0
TRANSFER,46237.45,C2869,28185.1,0.0,D2869,94757.69,140995.14,0,0
TRANSFER,42591.99,C2870,58887.8,16295.810000000005,D2870,50809.37,93401.36,0,0
PAYMENT,26213.37,C2871,99341.67,73128.3,D2871,56125.2,82338.56999999999,0,0
CASH_OUT,11447.89,C2872,88109.44,76661.55,D2872,94925.61,106373.5,0,0
CASH_OUT,6082.02,C2873,53632.98,47550.96000000001,D2873,65387.73,71469.75,0,0
CASH_OUT,18170.26,C2874,99037.45,80867.19,D2874,95785.29,113955.54999999999,1,0
TRANSFER,12772.16,C2875,70136.99,57364.83,D2875,10636.67,23408.83,0,0
CASH_OUT,25335.05,C2876,20870.04,0.0,D2876,84663.96,109999.01000000001,0,0
CASH_IN,48320.5,C2877,40559.62,0.0,D2877,33541.46,81861.95999999999,0,0
DEBIT,28748.1,C2878,33449.33,4701.230000000003,D2878,81048.75,109796.85,0,0
TRANSFER,44496.66,C2879,34401.37,0.0,D2879,85563.66,130060.32,0,0
PAYMENT,32544.29,C2880,76045.64,43501.35,D2880,27148.79,59693.08,0,0
PAYMENT,23762.85,C2881,58426.29,34663.44,D2881,40883.06,64645.909999999996,0,0
DEBIT,42730.52,C2882,3809.27,0.0,D2882,72601.44,115331.95999999999,0,0
TRANSFER,23568.93,C2883,87744.85,64175.920000000006,D2883,9905.56,33474.49,0,0
CASH_OUT,43431.54,C2884,29679.61,0.0,D2884,75553.35,118984.89000000001,0,0
CASH_OUT,14579.55,C2885,99707.49,85127.94,D2885,11047.29,25626.84,0,0
CASH_IN,6441.52,C2886,95419.07,88977.55,D2886,91445.57,97887.09000000001,0,0
CASH_IN,42765.87,C2887,94053.07,51287.200000000004,D2887,27633.93,70399.8,0,0
CASH_OUT,29371.17,C2888,81112.76,51741.59,D2888,57559.93,86931.1,0,0
PAYMENT,44454.73,C2889,22061.33,0.0,D2889,11715.35,56170.08,0,0
PAYMENT,46891.42,C2890,53263.27,6371.8499999999985,D2890,26949.32,73840.73999999999,0,0
CASH_IN,2682.37,C2891,22430.26,19747.89,D2891,40395.5,43077.87,0,0
DEBIT,25048.96,C2892,25967.55,918.5900000000001,D2892,48704.89,73753.85,0,0
CASH_OUT,18748.85,C2893,61095.18,42346.33,D2893,6.75,18755.6,0,0
CASH_IN,31293.29,C2894,4083.35,0.0,D2894,88865.58,120158.87,0,0
CASH_IN,39679.77,C2895,96945.86,57266.090000000004,D2895,767.48,40447.25,0,0
CASH_OUT,14030.23,C2896,91867.32,77837.09000000001,D2896,77368.46,91398.69,0,0
CASH_OUT,27840.36,C2897,38076.76,10236.400000000001,D2897,47057.89,74898.25,0,0
PAYMENT,35436.72,C2898,51542.24,16105.519999999997,D2898,52388.0,87824.72,0,0
DEBIT,6722.42,C2899,46611.94,39889.520000000004,D2899,20826.55,27548.97,0,0
DEBIT,40703.53,C2900,88219.98,47516.45,D2900,60736.84,101440.37,0,0
CASH_OUT,30305.87,C2901,68860.19,38554.32000000001,D2901,53723.19,84029.06,0,0
TRANSFER,47476.92,C2902,27811.12,0.0,D2902,16423.64,63900.56,0,0
CASH_IN,16977.11,C2903,44684.13,27707.019999999997,D2903,23811.9,40789.01,0,0
CASH_IN,5408.19,C2904,42896.6,37488.409999999996,D2904,6690.36,12098.55,0,0
CASH_OUT,25325.55,C2905,95933.52,70607.97,D2905,6628.36,31953.91,0,0
TRANSFER,4291.45,C2906,17531.09,13239.64,D2906,1377.58,5669.03,0,0
PAYMENT,48476.36,C2907,8957.63,0.0,D2907,22047.43,70523.79000000001,0,0
CASH_OUT,1935.21,C2908,88061.88,86126.67,D2908,67966.12,69901.33,0,0
CASH_OUT,37675.44,C2909,89668.6,51993.16,D2909,31621.54,69296.98000000001,0,0
CASH_IN,26255.59,C2910,87173.91,60918.32000000001,D2910,34273.43,60529.020000000004,0,0
CASH_OUT,18431.66,C2911,51097.69,32666.030000000002,D2911,13190.54,31622.2,0,0
CASH_OUT,3293.04,C2912,65974.44,62681.4,D2912,57547.07,60840.11,0,0
CASH_OUT,31108.72,C2913,56336.3,25227.58,D2913,34214.36,65323.08,0,0
CASH_IN,29261.43,C2914,6944.78,0.0,D2914,67631.68,96893.10999999999,0,0
PAYMENT,14044.88,C2915,59583.49,45538.61,D2915,74145.95,88190.83,0,0
PAYMENT,45511.17,C2916,1361.41,0.0,D2916,58469.29,103980.45999999999,0,0
CASH_OUT,15206.2,C2917,32498.74,17292.54,D2917,27606.95,42813.15,0,0
CASH_IN,22486.82,C2918,93229.26,70742.44,D2918,50860.78,73347.6,0,0
PAYMENT,27188.58,C2919,30404.53,3215.949999999997,D2919,25193.08,52381.66,0,0
PAYMENT,5012.49,C2920,93982.66,88970.17,D2920,90291.28,95303.77,0,0
PAYMENT,46608.15,C2921,25013.4,0.0,D2921,76638.58,123246.73000000001,0,0
CASH_IN,18727.43,C2922,31456.22,12728.79,D2922,49300.59,68028.01999999999,1,0
CASH_IN,4039.88,C2923,62840.75,58800.87,D2923,96545.71,100585.59000000001,0,0
CASH_OUT,19365.17,C2924,76162.7,56797.53,D2924,54675.54,74040.70999999999,0,0
DEBIT,30010.53,C2925,50138.78,20128.25,D2925,32853.55,62864.08,0,0
PAYMENT,25683.12,C2926,88211.57,62528.45000000001,D2926,9546.73,35229.85,0,0
DEBIT,34727.4,C2927,4024.04,0.0,D2927,54374.56,89101.95999999999,0,0
CASH_IN,2775.14,C2928,92219.48,89444.34,D2928,86041.66,88816.8,0,0
CASH_IN,14227.75,C2929,19630.78,5403.029999999999,D2929,86671.87,100899.62,0,0
CASH_IN,40961.71,C2930,88423.87,47462.159999999996,D2930,60456.71,101418.42,0,0
DEBIT,3995.6,C2931,40086.32,36090.72,D2931,39343.84,43339.439999999995,0,0
CASH_IN,42774.44,C2932,83275.71,40501.270000000004,D2932,65029.63,107804.07,0,0
CASH_OUT,4595.71,C2933,67166.55,62570.840000000004,D2933,76214.04,80809.75,1,0
CASH_IN,41722.88,C2934,17594.16,0.0,D2934,41162.48,82885.36,0,0
TRANSFER,18040.06,C2935,91804.76,73764.7,D2935,47625.42,65665.48,0,0
DEBIT,30610.84,C2936,24551.74,0.0,D2936,68061.63,98672.47,0,0
TRANSFER,7645.2,C2937,24414.01,16768.809999999998,D2937,87665.26,95310.45999999999,0,0
CASH_IN,3309.37,C2938,81417.89,78108.52,D2938,79101.04,82410.40999999999,1,0
CASH_OUT,10797.69,C2939,10587.33,0.0,D2939,2239.14,13036.83,1,0
PAYMENT,6393.56,C2940,22203.59,15810.029999999999,D2940,12437.23,18830.79,0,0
CASH_IN,15620.98,C2941,50367.76,34746.78,D2941,85277.82,100898.8,0,0
CASH_OUT,25719.65,C2942,83047.7,57328.049999999996,D2942,83382.28,109101.93,0,0
DEBIT,29438.38,C2943,14748.4,0.0,D2943,38880.68,68319.06,0,0
TRANSFER,39493.62,C2944,54766.82,15273.199999999997,D2944,58427.79,97921.41,0,0
TRANSFER,32812.34,C2945,71124.06,38311.72,D2945,90584.5,123396.84,0,0
TRANSFER,30438.31,C2946,86059.52,55621.21000000001,D2946,91155.87,121594.18,0,0
DEBIT,20589.69,C2947,93556.56,72966.87,D2947,78309.28,98898.97,0,0
CASH_OUT,23690.95,C2948,78463.99,54773.04000000001,D2948,20958.89,44649.84,0,0
DEBIT,20726.63,C2949,65282.84,44556.20999999999,D2949,73028.28,93754.91,0,0
TRANSFER,42108.46,C2950,43362.01,1253.550000000003,D2950,10109.84,52218.3,0,0
CASH_IN,11500.79,C2951,11211.02,0.0,D2951,89393.85,100894.64000000001,0,0
PAYMENT,287.04,C2952,70973.72,70686.68000000001,D2952,14914.88,15201.92,0,0
DEBIT,32566.34,C2953,99273.73,66707.39,D2953,66234.86,98801.2,0,0
DEBIT,10123.91,C2954,73676.06,63552.149999999994,D2954,61024.33,71148.24,0,0
CASH_OUT,44505.87,C2955,1671.11,0.0,D2955,77689.97,122195.84,0,0
CASH_OUT,42952.46,C2956,49626.0,6673.540000000001,D2956,55157.75,98110.20999999999,0,0
DEBIT,3837.29,C2957,61464.66,57627.37,D2957,5956.66,9793.95,0,0
TRANSFER,5320.31,C2958,68967.42,63647.11,D2958,70584.63,75904.94,0,0
PAYMENT,24759.08,C2959,71972.58,47213.5,D2959,38315.46,63074.54,0,0
CASH_OUT,30461.52,C2960,55810.84,25349.319999999996,D2960,32028.5,62490.020000000004,0,0
TRANSFER,13746.14,C2961,22336.03,8589.89,D2961,99167.35,112913.49,0,0
CASH_IN,35840.17,C2962,94220.07,58379.90000000001,D2962,59039.98,94880.15,0,0
CASH_OUT,29746.21,C2963,69666.65,39920.439999999995,D2963,71071.91,100818.12,0,0
TRANSFER,16241.88,C2964,23684.0,7442.120000000001,D2964,52632.61,68874.49,0,0
TRANSFER,1269.55,C2965,32232.18,30962.63,D2965,76997.26,78266.81,0,0
PAYMENT,37507.76,C2966,92192.77,54685.01,D2966,75207.27,112715.03,0,0
PAYMENT,10738.47,C2967,88748.52,78010.05,D2967,65714.61,76453.08,0,0
CASH_IN,41723.85,C2968,40514.64,0.0,D2968,99774.31,141498.16,0,0
TRANSFER,21015.09,C2969,3830.72,0.0,D2969,45979.35,66994.44,0,0
TRANSFER,28854.3,C2970,4849.74,0.0,D2970,70619.23,99473.53,0,0
PAYMENT,43647.56,C2971,28391.83,0.0,D2971,79777.8,123425.36,0,0
CASH_OUT,43181.29,C2972,62912.22,19730.93,D2972,37603.47,80784.76000000001,0,0
CASH_OUT,18576.61,C2973,58419.46,39842.85,D2973,45717.5,64294.11,0,0
DEBIT,10445.24,C2974,63382.78,52937.54,D2974,96916.73,107361.97,0,0
PAYMENT,38757.53,C2975,71728.3,32970.770000000004,D2975,3229.1,41986.63,0,0
DEBIT,21654.58,C2976,1903.23,0.0,D2976,33529.57,55184.15,0,0
PAYMENT,9602.91,C2977,10508.56,905.6499999999996,D2977,48621.3,58224.21000000001,1,0
CASH_IN,45221.36,C2978,35948.35,0.0,D2978,146.5,45367.86,0,0
TRANSFER,9906.01,C2979,15486.0,5579.99,D2979,89912.71,99818.72,0,0
CASH_IN,1291.33,C2980,7532.0,6240.67,D2980,28624.44,29915.769999999997,0,0
PAYMENT,1014.98,C2981,64096.44,63081.46,D2981,25770.48,26785.46,0,0
TRANSFER,31116.15,C2982,81533.65,50417.49999999999,D2982,82032.62,113148.76999999999,0,0
CASH_OUT,33084.09,C2983,75262.67,42178.58,D2983,27798.32,60882.409999999996,0,0
CASH_OUT,15552.77,C2984,81703.98,66151.20999999999,D2984,65762.26,81315.03,0,0
DEBIT,16001.23,C2985,66585.65,50584.42,D2985,82150.31,98151.54,0,0
PAYMENT,16975.36,C2986,73534.53,56559.17,D2986,79247.68,96223.04,0,0
PAYMENT,34008.25,C2987,27177.88,0.0,D2987,78195.07,112203.32,0,0
CASH_OUT,2907.63,C2988,99300.8,96393.17,D2988,8863.76,11771.39,0,0
CASH_IN,46455.89,C2989,18316.57,0.0,D2989,7984.7,54440.59,0,0
TRANSFER,11126.83,C2990,21449.39,10322.56,D2990,30677.0,41803.83,0,0
CASH_IN,49983.66,C2991,28892.18,0.0,D2991,3594.79,53578.450000000004,0,0
CASH_IN,8576.96,C2992,97533.24,88956.28,D2992,50042.97,58619.93,0,0
CASH_OUT,38577.55,C2993,98828.86,60251.31,D2993,39478.21,78055.76000000001,1,0
CASH_OUT,11171.4,C2994,79489.37,68317.97,D2994,55702.59,66873.98999999999,0,0
CASH_OUT,4043.26,C2995,62905.76,58862.5,D2995,29878.85,33922.11,0,0
DEBIT,43746.79,C2996,52006.26,8259.470000000001,D2996,48575.4,92322.19,1,0
CASH_IN,42937.7,C2997,97062.08,54124.380000000005,D2997,33474.48,76412.18,0,0
PAYMENT,20179.12,C2998,69562.28,49383.16,D2998,19520.81,39699.93,0,0
TRANSFER,35120.1,C2999,94473.01,59352.909999999996,D2999,64936.67,100056.76999999999,0,0
DEBIT,27853.74,C3000,31655.08,3801.34,D3000,67343.59,95197.33,0,0
PAYMENT,42647.95,C3001,33377.48,0.0,D3001,82923.17,125571.12,0,0
CASH_IN,15753.48,C3002,85472.46,69718.98000000001,D3002,87475.18,103228.65999999999,0,0
CASH_OUT,26184.1,C3003,14985.49,0.0,D3003,70446.19,96630.29000000001,0,0
CASH_IN,24269.13,C3004,94592.79,70323.65999999999,D3004,68749.81,93018.94,0,0
TRANSFER,17695.94,C3005,50747.44,33051.5,D3005,5667.57,23363.51,0,0
DEBIT,44572.86,C3006,92641.39,48068.53,D3006,10977.92,55550.78,0,0
DEBIT,8294.73,C3007,33679.28,25384.55,D3007,81256.27,89551.0,0,0
TRANSFER,7476.28,C3008,71595.89,64119.61,D3008,23295.13,30771.41,0,0
PAYMENT,28845.9,C3009,48287.51,19441.61,D3009,35556.51,64402.41,0,0
PAYMENT,32875.05,C3010,62680.36,29805.309999999998,D3010,14529.74,47404.79,0,0
DEBIT,9731.77,C3011,50437.25,40705.479999999996,D3011,19515.2,29246.97,0,0
DEBIT,19536.48,C3012,96711.56,77175.08,D3012,77541.72,97078.2,0,0
CASH_OUT,47328.25,C3013,69210.54,21882.289999999994,D3013,26185.96,73514.20999999999,0,0
PAYMENT,12331.62,C3014,25131.9,12800.28,D3014,44903.5,57235.12,0,0
TRANSFER,33418.37,C3015,90967.69,57549.32,D3015,15167.14,48585.51,0,0
PAYMENT,37007.73,C3016,29402.97,0.0,D3016,67792.99,104800.72,0,0
CASH_OUT,22406.99,C3017,37160.51,14753.52,D3017,72826.97,95233.96,0,0
DEBIT,46876.36,C3018,10212.37,0.0,D3018,36169.23,83045.59,0,0
DEBIT,36833.1,C3019,89996.65,53163.549999999996,D3019,78474.66,115307.76000000001,0,0
CASH_OUT,22896.77,C3020,28611.2,5714.43,D3020,23990.67,46887.44,0,0
TRANSFER,28467.19,C3021,25891.76,0.0,D3021,69190.39,97657.58,0,0
DEBIT,34630.98,C3022,92026.26,57395.27999999999,D3022,72996.46,107627.44,0,0
CASH_IN,29609.92,C3023,80552.69,50942.770000000004,D3023,96865.74,126475.66,0,0
DEBIT,43935.0,C3024,14107.89,0.0,D3024,23232.17,67167.17,0,0
CASH_IN,17845.08,C3025,76932.45,59087.369999999995,D3025,9371.05,27216.13,0,0
CASH_OUT,14994.99,C3026,91303.31,76308.31999999999,D3026,26303.54,41298.53,0,0
CASH_OUT,10692.73,C3027,7851.12,0.0,D3027,12286.22,22978.949999999997,0,0
DEBIT,1890.11,C3028,82521.5,80631.39,D3028,16969.43,18859.54,0,0
